new_Chr1	1	100000	0	0
new_Chr1	100001	200000	0.385	16
new_Chr1	200001	300000	0.289	12
new_Chr1	300001	400000	0.024	1
new_Chr1	400001	500000	0.506	21
new_Chr1	500001	600000	0.626	26
new_Chr1	600001	700000	0.554	23
new_Chr1	700001	800000	0.409	17
new_Chr1	800001	900000	0.048	2
new_Chr1	900001	1000000	0.144	6
new_Chr1	1000001	1100000	0.193	8
new_Chr1	1100001	1200000	0.506	21
new_Chr1	1200001	1300000	0.385	16
new_Chr1	1300001	1400000	0.072	3
new_Chr1	1400001	1500000	0.313	13
new_Chr1	1500001	1600000	0.674	28
new_Chr1	1600001	1700000	0.169	7
new_Chr1	1700001	1800000	0.217	9
new_Chr1	1800001	1900000	0.482	20
new_Chr1	1900001	2000000	0.144	6
new_Chr1	2000001	2100000	0.096	4
new_Chr1	2100001	2200000	0.169	7
new_Chr1	2200001	2300000	0.409	17
new_Chr1	2300001	2400000	0.217	9
new_Chr1	2400001	2500000	0.241	10
new_Chr1	2500001	2600000	0.289	12
new_Chr1	2600001	2700000	0.385	16
new_Chr1	2700001	2800000	0.289	12
new_Chr1	2800001	2900000	0.361	15
new_Chr1	2900001	3000000	0.169	7
new_Chr1	3000001	3100000	0.072	3
new_Chr1	3100001	3200000	0.072	3
new_Chr1	3200001	3300000	0.144	6
new_Chr1	3300001	3400000	0.072	3
new_Chr1	3400001	3500000	0.313	13
new_Chr1	3500001	3600000	0.361	15
new_Chr1	3600001	3700000	0.072	3
new_Chr1	3700001	3800000	0.337	14
new_Chr1	3800001	3900000	0.361	15
new_Chr1	3900001	4000000	0.193	8
new_Chr1	4000001	4100000	0.433	18
new_Chr1	4100001	4200000	0.337	14
new_Chr1	4200001	4300000	0.819	34
new_Chr1	4300001	4400000	0.217	9
new_Chr1	4400001	4500000	0.217	9
new_Chr1	4500001	4600000	0.482	20
new_Chr1	4600001	4700000	0.169	7
new_Chr1	4700001	4800000	0.337	14
new_Chr1	4800001	4900000	0.361	15
new_Chr1	4900001	5000000	0.313	13
new_Chr1	5000001	5100000	0.048	2
new_Chr1	5100001	5200000	0.289	12
new_Chr1	5200001	5300000	0.072	3
new_Chr1	5300001	5400000	0.337	14
new_Chr1	5400001	5500000	0.193	8
new_Chr1	5500001	5600000	0.12	5
new_Chr1	5600001	5700000	0.169	7
new_Chr1	5700001	5800000	0.144	6
new_Chr1	5800001	5900000	0.193	8
new_Chr1	5900001	6000000	0.12	5
new_Chr1	6000001	6100000	0.096	4
new_Chr1	6100001	6200000	0.169	7
new_Chr1	6200001	6300000	0.289	12
new_Chr1	6300001	6400000	0.241	10
